,matricola,nome,cognome,qualifica,dipartimento,data_assunzione,data_di_nascita,classe_laurea,data_laurea,classe_dottorato,data_dottorato
776,723343,Romana,Callegaro,Experience with e-commerce platforms and technologies, Cybersecurity,2022-10-24 03:43:24,2002-06-29 08:41:52,Doctor of Dental Surgery (DDS),2022-06-26 13:45:18,,
777,673828,Maurilio,Cabrini,Ability to work under pressure, Cybersecurity,2023-04-10 10:12:35,1996-10-10 06:54:13,,,,
778,175765,Mauro,Trincavelli,Knowledge of marketing strategies and techniques, Inventory Management,2016-07-02 17:42:41,1994-09-25 21:14:13,Associate of Science (AS),2014-12-01 10:56:54,,
779,448627,Carolina,Stein,Experience with content management systems (CMS), Training and Education,2020-10-23 07:24:33,1999-11-28 17:22:05,,,,
780,259708,Sergius,Passalacqua,Strong decision-making abilities, Marketing,2019-03-19 11:18:10,2002-05-20 02:13:14,Associate of Business Administration (ABA),2022-09-30 18:48:45,,
781,512595,Vittoria,Schiavone,Ability to develop and implement training programs, Sales Operations,2020-11-13 06:57:59,1998-05-31 03:59:02,,,,
782,36759,Gaetano,Piacentini,Experience with customer experience (CX) design and optimization, Inventory Management,2016-05-29 18:30:36,1995-06-30 15:31:26,,,,
783,828756,Massimiliano,Gatto,Experience with e-commerce platforms and technologies, Cybersecurity,2022-02-06 10:11:08,1998-08-20 05:29:29,,,,
784,562359,Alfio,Ruggeri,Strong data analysis and interpretation skills, Training and Education,2017-12-04 15:36:36,1994-11-01 08:18:03,Bachelor of Architecture (BArch),2016-01-23 01:13:21,,
785,420880,Ninetta,Cavanna,Knowledge of intellectual property laws and regulations, Marketing,2019-05-03 11:12:08,1996-12-29 13:12:18,,,,
786,218093,Marta,Giammusso,Experience with data privacy and security measures, Learning and Development,2022-09-28 02:54:12,2000-07-19 02:56:56,,,,
787,337495,Vito,Nordio,Experience with risk assessment and management, Learning and Development,2015-04-21 15:33:29,1998-01-10 03:07:52,Master of Architecture (MArch),2019-06-25 11:20:37,,
788,873098,Lazzaro,Pedroni,Knowledge of human resources policies and procedures, Content Creation,2021-09-06 00:56:07,1994-10-02 08:08:03,,,,
789,98061,Mercedes,Tiepolo,Creative thinking and innovation, Facilities Management,2021-11-27 23:25:05,2002-12-14 05:49:35,Bachelor of Social Work (BSW),2023-01-20 21:58:04,,
790,232364,Girolamo,Serraglio,Ability to conduct market segmentation and targeting, Marketing,2016-11-01 17:32:46,1996-08-22 16:35:30,,,,
791,29392,Francesco,Maffei,Leadership qualities, Sales,2020-02-10 16:09:17,2000-06-09 12:02:37,Bachelor of Nursing (BN),2021-11-29 10:52:16,,
792,89744,Augusto,Mascheroni,Knowledge of supply chain management principles, Business Analytics,2017-05-04 04:38:35,2002-04-13 22:45:33,,,,
793,941922,Massimo,Correr,Ability to develop and implement sustainability initiatives, Cybersecurity,2021-02-16 22:49:23,1995-02-13 14:16:24,Certificate in Digital Marketing,2020-11-15 09:10:15,,
794,674621,Pasquale,Morellato,Strong understanding of data visualization techniques, Sales Operations,2023-04-21 14:38:57,1999-12-16 19:20:02,,,,
795,341048,Maria,Boito,Experience with risk assessment and management, Mobile App Development,2021-06-26 05:56:32,1999-09-23 03:37:28,Diploma in Fashion Design,2021-10-24 10:15:59,,
796,259139,Camilla,Abbagnale,Ability to multitask and prioritize effectively, Customer Service,2016-07-19 05:47:31,2002-07-01 12:39:01,,,,
797,626896,Lidia,Mercalli,Ability to develop and implement diversity and inclusion initiatives, Inventory Management,2018-01-26 05:33:50,2000-02-28 07:36:25,,,,
798,748972,Alessia,Bocca,Proficient in Microsoft Office Suite, Inventory Management,2022-05-16 00:38:16,1999-03-21 02:22:49,Diploma in Early Childhood Education,2023-01-16 03:40:56,,
799,164979,Roberta,Giannini,Strong understanding of software testing methodologies, Quality Assurance,2017-05-11 03:34:42,2000-01-23 20:08:02,Bachelor of Fine Arts (BFA),2022-03-12 23:02:15,,
800,496793,Agostino,Binaghi,Knowledge of employee performance evaluation techniques, Cybersecurity,2022-12-09 07:00:14,1998-12-16 12:21:51,Doctor of Law (JD),2022-06-09 17:44:53,,
801,389798,Baldassare,Sauro,Ability to develop and execute social media strategies, Sales Operations,2018-10-01 03:53:39,1998-12-17 04:53:47,Certificate in Graphic Design,2021-08-18 04:11:49,,
802,701384,Antonio,Finetti,Knowledge of human resources policies and procedures, Sales,2017-12-03 02:24:21,1994-01-12 03:24:42,,,,
803,924953,Pasquale,Alighieri,Strong attention to quality and accuracy, Innovation,2018-10-01 22:15:58,2000-03-29 10:15:55,,,,
804,934404,Ronaldo,Manacorda,Knowledge of regulatory compliance and reporting, Cybersecurity,2022-02-11 21:51:52,1995-02-02 21:23:31,Certificate in Medical Assisting,2017-08-17 23:39:12,,
805,590748,Emma,Bixio,Knowledge of supply chain management principles, Quality Assurance,2016-03-27 02:11:36,1995-11-07 19:19:19,Associate of Arts (AA),2018-01-09 02:29:44,,
806,278911,Antonella,Anguillara,Leadership qualities, Training and Education,2017-11-23 15:26:11,1994-09-02 10:48:45,,,,
807,408664,Serafina,Bettoni,Knowledge of intellectual property laws and regulations, Cybersecurity,2015-11-21 11:55:38,2001-06-09 05:59:44,,,,
808,920931,Emilio,Monicelli,Experience with customer relationship management (CRM) systems, Sales Operations,2016-03-25 19:07:40,1995-08-29 08:17:12,Master of Engineering (ME),2018-05-18 23:33:18,,
809,306382,Rocco,Mastandrea,Strong project coordination and scheduling skills, Training and Education,2018-01-28 21:56:55,1996-04-20 13:20:17,,,,
810,958717,Evangelista,Murialdo,Experience with customer experience (CX) design and optimization, Quality Assurance,2017-12-06 13:51:44,1997-01-20 02:28:38,Associate of Fine Arts (AFA),2020-09-08 19:58:32,,
811,437765,Sole,Tognazzi,Adaptability and flexibility, Customer Service,2022-08-09 15:54:19,2002-07-01 19:27:44,Bachelor of Social Work (BSW),2022-11-11 11:33:11,Business Administration,2030-06-24 19:27:44.730465
812,113219,Ciro,Camuccini,Experience with ERP systems and implementation, User Experience,2022-09-09 07:35:37,1995-10-23 16:12:41,Master of Nursing (MN),2021-07-08 14:11:30,,
813,783702,Gianpietro,Andreozzi,"Strong understanding of IT service management frameworks (e.g., ITIL)", Business Analytics,2023-05-08 07:14:08,2000-01-19 18:28:40,,,,
814,455839,Mario,Praga,Ability to identify and mitigate risks, Business Analytics,2019-04-06 05:25:07,1998-01-04 06:24:34,Associate of Arts (AA),2021-05-03 04:02:44,Public Health,2025-12-28 06:24:34.602078
815,103243,Beatrice,Bruno,Proactive and self-motivated, Learning and Development,2022-06-23 17:46:03,2001-04-23 21:01:44,Certificate in Web Development,2022-01-18 11:10:41,,
816,997838,Annetta,Falcone,Knowledge of talent management and succession planning, Business Analytics,2018-12-16 21:44:17,2002-12-24 02:55:54,Certificate in Accounting,2023-07-07 20:27:12,Biology,2030-12-17 02:55:54.961354
817,759188,Carolina,Govoni,Knowledge of marketing strategies and techniques, Sales Operations,2015-09-20 17:46:40,1993-09-16 02:29:03,Diploma in Hospitality Management,2018-06-18 07:20:46,Psychology,2023-05-09 19:07:47.000000
818,442577,Saverio,Asprucci,Strong written and verbal communication skills, Quality Assurance,2022-01-31 11:36:54,1998-04-10 08:05:55,Associate of Business Administration (ABA),2021-02-08 13:42:32,,
819,102452,Patrizio,Carfagna,Knowledge of supply chain management principles, Business Analytics,2016-08-23 09:10:19,1996-09-29 11:10:13,Bachelor of Science (BS),2020-04-08 15:40:11,,
820,49921,Olga,Guariento,Ability to work independently, Marketing,2018-10-18 20:36:07,1995-11-06 06:31:02,Master of Fine Arts (MFA),2019-03-28 15:41:32,,
821,127047,Beatrice,Micca,Knowledge of employee performance evaluation techniques, Learning and Development,2016-01-23 11:07:15,1995-06-02 13:20:34,,,,
822,275789,Sante,Zaccagnini,Ability to work with cross-functional teams, Learning and Development,2020-04-03 13:23:38,1995-10-17 15:54:43,,,,
823,708509,Rosalia,Maccanelli,Problem-solving and troubleshooting skills, Cybersecurity,2016-05-26 15:35:15,1998-06-25 17:22:38,,,,
824,811092,Giampiero,Spinola,Experience with risk assessment and mitigation strategies, Training and Education,2020-03-04 08:12:29,1994-01-07 13:57:43,Doctor of Pharmacy (PharmD),2023-02-25 13:44:30,,
825,711935,Alphons,Ginese,Ability to identify and mitigate risks, Quality Assurance,2018-06-10 23:52:18,2001-01-19 08:08:19,,,,
826,454902,Renata,Tuzzolino,Team player with strong collaboration abilities, Marketing,2019-04-20 09:12:44,1998-07-10 01:55:02,Doctor of Philosophy (PhD),2021-09-21 23:52:35,Physics,2026-07-03 01:55:02.503623
827,386935,Giuliano,Nitto,Knowledge of market trends and competitive analysis, Sales Operations,2018-05-20 06:54:18,1994-08-14 13:44:52,Diploma in Electrical Engineering,2018-05-26 02:21:21,,
828,398478,Aurora,Liverotti,Strong understanding of software testing methodologies, Business Analytics,2021-09-01 15:43:35,1994-06-11 11:07:22,,,,
829,645781,Piersanti,Montanelli,Knowledge of market trends and competitive analysis, Sales,2017-11-16 15:36:19,2002-02-09 13:02:59,,,,
830,821863,Gabriella,Pellico,Knowledge of agile software development methodologies, Quality Assurance,2016-07-14 05:24:44,1997-10-11 00:23:56,,,,
831,193394,Nanni,Sommaruga,Experience with supply chain optimization and logistics, Cybersecurity,2022-05-20 08:47:45,2002-04-14 19:22:42,Bachelor of Social Work (BSW),2023-05-21 02:35:21,,
832,244211,Sebastiano,Offredi,Ability to work under pressure, Marketing,2019-05-17 16:02:58,1996-11-15 21:30:48,,,,
833,697417,Dario,Parri,Ability to work with cross-functional teams, Cybersecurity,2020-12-31 00:23:49,1997-11-12 08:40:43,,,,
834,316349,Franco,Marenzio,Strong decision-making abilities, Customer Service,2018-03-27 05:38:31,1995-07-11 12:26:50,Certificate in Web Development,2016-09-03 02:17:22,,
835,242253,Ranieri,Andreozzi,Strong understanding of change control and configuration management, Cybersecurity,2020-01-10 05:36:30,2000-10-20 11:07:44,Diploma in Fashion Design,2023-06-21 22:22:15,Neuroscience,2028-10-13 11:07:44.533944
836,189006,Claudia,Lamborghini,Team player with strong collaboration abilities, Sales,2021-12-23 02:13:34,1994-07-26 15:15:59,Master of Education (MEd),2018-06-28 13:12:13,,
837,700254,Mirko,Accardo,Knowledge of organizational culture and employee engagement, Cybersecurity,2016-09-04 21:13:03,1996-09-17 16:48:14,,,,
838,25378,Achille,Bellò,Ability to manage product launches and releases, Sales Operations,2016-03-23 15:38:48,1998-01-17 08:03:22,Bachelor of Nursing (BN),2019-09-05 17:50:12,,
839,692237,Giuseppe,Camicione,Experience with content management systems (CMS), Cybersecurity,2015-03-25 09:11:19,2001-02-17 06:54:17,,,,
840,3007,Alfredo,Bianchini,Leadership qualities, Training and Education,2022-01-31 07:14:14,2001-02-21 14:04:25,Associate of Engineering (AE),2022-09-19 02:13:55,,
841,945807,Pellegrino,Verri,Ability to work with cross-functional teams, Sales Operations,2023-07-18 09:56:31,1999-02-21 16:47:36,Associate of Education (AEd),2019-02-21 20:48:53,,
842,952811,Ernesto,Guinizzelli,Knowledge of intellectual property laws and regulations, Business Analytics,2021-04-20 10:28:10,2001-12-27 22:45:57,Certificate in Project Management,2023-07-10 17:51:26,,
843,218611,Rosa,Giacconi,Ability to work under pressure, Corporate Development,2019-10-31 22:37:52,2002-01-10 21:39:14,,,,
844,334610,Leonardo,Salandra,Adaptability and flexibility, Compliance,2021-03-15 12:16:15,1996-09-13 18:27:34,,,,
845,147537,Gianpietro,Camilleri,Knowledge of social media platforms and marketing techniques, Marketing,2022-09-11 00:41:42,1995-10-24 01:19:39,,,,
846,817647,Calogero,Santoro,Experience with customer experience (CX) design and optimization, Training and Education,2022-12-06 14:58:37,1999-10-15 02:45:19,,,,
847,577464,Carolina,Costalonga,Strong interpersonal skills, Learning and Development,2022-01-19 17:41:05,1997-08-20 21:44:36,,,,
848,30178,Nino,Galeati,Strong written and verbal communication skills, Sales Operations,2015-10-21 17:29:57,1996-05-06 03:27:51,Master of Fine Arts (MFA),2018-11-30 12:35:26,,
849,801948,Valentina,Burcardo,Strong understanding of organizational development principles, Cybersecurity,2020-05-18 18:32:51,1994-01-02 00:11:17,,,,
850,30167,Pomponio,Palmisano,Excellent problem-solving abilities, Quality Assurance,2017-09-30 19:42:55,1996-10-11 03:09:29,,,,
851,65717,Ermenegildo,Pertile,Proficient in Microsoft Office Suite, Business Analytics,2015-06-25 03:31:37,1998-12-07 00:10:40,Master of Science (MS),2022-10-26 16:18:06,,
852,697013,Annibale,Bosurgi,Ability to develop and implement training programs, Customer Success,2017-11-07 15:08:39,1998-08-08 00:00:12,Certificate in Automotive Technology,2021-06-09 13:29:16,Anthropology,2026-08-01 00:00:12.543657
853,715928,Gemma,Druso,Knowledge of talent management and succession planning, Cybersecurity,2019-01-09 20:59:35,2001-02-24 11:21:18,Associate of Architecture (AArch),2021-11-22 08:03:15,,
854,752596,Fabio,Matteotti,Strong attention to quality and accuracy, Sales Operations,2016-12-18 13:07:09,2002-11-28 01:25:00,,,,
855,55820,Francesco,Borromeo,Knowledge of IT infrastructure and networking, Sales Operations,2020-12-22 08:11:25,2002-08-24 20:13:54,Certificate in Culinary Arts,2023-02-07 09:28:13,,
856,522231,Ruggiero,Maggioli,Ability to develop and maintain vendor relationships, Learning and Development,2017-08-09 05:16:55,1996-10-25 11:10:54,,,,
857,418555,Filippa,Sbarbaro,Strong research and information-gathering skills, Customer Service,2019-12-01 06:19:43,2001-10-18 18:13:34,,,,
858,733083,Marcella,Caetani,Knowledge of talent acquisition and recruitment strategies, Learning and Development,2022-06-23 22:45:11,2001-08-07 04:44:07,,,,
859,991344,Carmelo,Missoni,Experience with process improvement and optimization, Marketing,2017-03-21 18:24:35,1999-08-18 11:34:52,Master of Arts (MA),2020-07-13 02:19:54,,
860,269111,Patrizia,Botticelli,"Knowledge of sustainability reporting frameworks (e.g., GRI)", Mobile App Development,2023-04-27 08:38:41,1994-05-03 01:25:13,,,,
861,741684,Leone,Vasari,Knowledge of financial modeling and forecasting techniques, Cybersecurity,2015-02-08 00:56:36,2001-10-14 12:19:59,Diploma in Hospitality Management,2023-06-10 11:16:50,,
862,355310,Gianluigi,Agostini,Creative thinking and innovation, Sales Operations,2020-09-07 18:41:11,1995-03-03 10:35:47,,,,
863,585470,Viridiana,Sforza,Ability to identify and mitigate risks, Sales,2020-03-11 13:04:47,1999-04-23 06:45:21,,,,
864,209964,Gianni,Montessori,Experience with customer relationship management (CRM) systems, Talent Management,2016-11-04 13:44:32,1996-12-01 01:45:32,Associate of Computer Science (ACS),2018-01-13 23:09:36,,
865,553596,Elladio,Pignatti,Knowledge of intellectual property laws and regulations, Sales Operations,2016-12-17 06:25:48,1999-04-15 13:56:56,,,,
866,898816,Rosina,Nicoletti,Experience with customer relationship management (CRM) systems, Quality Assurance,2020-02-08 01:14:02,1996-12-11 17:04:18,Bachelor of Engineering (BE),2020-05-16 01:12:56,,
867,891111,Luchino,Speri,Ability to develop and implement sustainability initiatives, Cybersecurity,2020-01-11 01:09:41,1996-01-14 07:06:20,,,,
868,900402,Alfredo,Capuana,Adaptability and flexibility, Talent Management,2015-07-07 00:43:57,1996-04-21 22:50:38,Associate of Social Work (ASW),2016-10-06 18:45:35,,
869,972084,Bettina,Brugnaro,Knowledge of software development methodologies, Learning and Development,2015-08-29 03:43:31,1997-05-23 13:20:14,,,,
870,16200,Michelotto,Bonatti,Strong organizational and time management skills, Customer Service,2020-08-23 21:19:57,1995-04-16 04:48:28,,,,
871,610412,Lidia,Scaramucci,"Strong understanding of IT service management frameworks (e.g., ITIL)", Cybersecurity,2019-11-09 16:48:58,1995-07-18 21:50:04,,,,
872,421272,Bernardo,Gullotta,Experience with customer service management tools, Customer Service,2021-06-12 09:36:00,1998-02-11 09:26:08,Master of Science (MS),2022-12-04 09:24:48,,
873,392254,Griselda,Antelami,"Strong understanding of data privacy regulations (e.g., GDPR)", Business Analytics,2020-12-09 18:24:22,1997-05-26 02:48:18,,,,
874,474896,Liberto,Gasperi,Strong understanding of data governance and data quality management, Cybersecurity,2022-10-07 23:45:17,1998-06-20 07:25:29,Master of Business Administration (MBA),2023-07-13 23:40:23,Physics,2026-06-13 07:25:29.612529
875,796031,Cesare,Zarlino,Strong interpersonal skills, Business Analytics,2020-04-24 22:44:33,2002-06-20 12:12:00,,,,
876,776928,Liliana,Tropea,Experience with content management systems (CMS), Quality Assurance,2021-11-06 03:21:17,2000-06-22 15:35:51,,,,
877,425479,Aurora,Impastato,Ability to manage and resolve conflicts, Marketing,2022-12-03 22:44:56,1996-08-12 17:17:19,,,,
878,58676,Virgilio,Biagiotti,Ability to develop and implement sustainability initiatives, Sales,2015-05-16 16:28:47,2000-03-15 13:34:23,,,,
879,539542,Francesco,Catalano,Ability to develop and implement strategic plans, Marketing,2015-08-12 03:13:25,1995-01-07 14:09:58,Master of Science (MS),2021-12-27 06:15:02,,
880,812099,Alessandra,Rubbia,Strong decision-making abilities, Sales,2016-10-23 13:08:32,1995-02-07 18:20:57,,,,
881,976705,Vincenzo,Pellico,Knowledge of financial principles and practices, Learning and Development,2018-08-20 14:33:31,2002-02-07 23:38:43,Certificate in Project Management,2022-04-06 09:37:25,,
882,963261,Gioachino,Trincavelli,Experience with risk assessment and mitigation strategies, Supply Chain,2022-01-28 09:33:37,1994-07-08 03:27:54,,,,
883,803938,Mariano,Platini,Experience with customer service management tools, Business Analytics,2020-06-10 08:54:30,1993-11-05 03:41:46,Associate of Arts (AA),2015-10-12 06:57:46,,
884,537734,Elladio,Zacchia,Ability to develop and implement diversity and inclusion initiatives, Customer Service,2015-04-25 19:27:26,1995-07-30 17:01:24,,,,
885,372933,Severino,Malacarne,Ability to work independently, Learning and Development,2015-10-26 02:50:00,1998-11-19 12:36:53,Certificate in Accounting,2023-06-17 10:54:05,,
886,22197,Ornella,Fusani,Strong interpersonal skills, Customer Service,2019-06-24 04:49:51,1998-07-24 09:27:25,,,,
887,288272,Leone,Toscani,Strong understanding of data visualization techniques, Sales Operations,2019-05-05 11:51:10,1994-08-27 12:04:55,Diploma in Business Administration,2014-12-13 07:34:19,,
888,882132,Antonietta,Tommaseo,Ability to develop and implement sustainability initiatives, Sales Operations,2016-12-25 15:06:38,1996-03-25 20:27:01,,,,
889,288103,Flavia,Tutino,Experience with process improvement and optimization, Learning and Development,2018-04-04 23:00:19,1994-07-31 17:51:16,,,,
890,735898,Cassandra,Stein,Strong organizational and time management skills, Sales,2021-10-15 21:33:18,1995-07-18 09:21:56,Diploma in Fashion Design,2020-10-18 22:57:41,,
891,15373,Arnulfo,Paruta,Experience with customer experience (CX) design and optimization, Warehouse and Distribution,2019-01-18 10:23:06,1994-05-30 23:56:08,Bachelor of Business Administration (BBA),2019-03-18 21:52:24,,
892,150658,Rosalia,Sonnino,Knowledge of social media platforms and marketing techniques, Sales Operations,2020-11-25 18:10:35,1999-05-24 16:08:38,Certificate in Medical Assisting,2020-02-05 09:01:50,,
893,259322,Ippazio,Mascagni,Strong understanding of change control and configuration management, Sales,2019-10-28 23:55:25,2002-01-06 01:56:27,Bachelor of Science (BS),2022-01-27 08:16:39,,
894,770219,Fabio,Sonnino,Analytical and critical thinking skills, Training and Education,2017-12-16 22:26:36,1999-02-05 00:42:06,Bachelor of Engineering (BE),2020-11-30 17:08:01,Economics,2027-01-29 00:42:06.781838
895,624738,Griselda,Gonzaga,Bachelor's degree in a relevant field, Sales,2018-07-23 17:32:39,1997-05-06 04:17:47,,,,
896,543220,Nadia,Toninelli,Experience with product lifecycle management, Sales Operations,2020-02-12 05:29:43,1997-03-20 14:27:53,Bachelor of Social Work (BSW),2018-07-28 05:34:44,,
897,915376,Clelia,Rusticucci,Knowledge of software development methodologies, Training and Education,2020-02-12 02:40:11,1999-06-10 04:21:20,,,,
898,650847,Silvestro,Sraffa,Proficient in Microsoft Office Suite, Inventory Management,2015-02-02 14:47:01,1998-01-05 19:06:11,,,,
899,545452,Michelotto,Errigo,Ability to work under pressure, Training and Education,2023-03-07 08:27:26,1994-07-20 23:59:53,,,,
900,3347,Maura,Ceschi,Experience with e-commerce platforms and technologies, Training and Education,2015-02-24 22:09:20,2002-11-30 12:28:07,Bachelor of Science (BS),2023-04-10 23:25:29,,
901,358888,Pierpaolo,Borromini,Excellent customer service skills, Sales,2017-12-27 02:04:08,1999-08-28 00:48:55,,,,
902,31736,Ruggiero,Finzi,Ability to work independently, Business Analytics,2021-05-01 21:02:24,1993-12-21 12:29:09,,,,
903,688517,Pierpaolo,Passalacqua,Knowledge of financial modeling and forecasting techniques, Quality Assurance,2020-06-04 06:40:09,1998-07-18 03:08:46,,,,
904,49808,Carla,Sanguineti,Strong organizational and time management skills, Sales Operations,2020-05-29 04:42:58,1998-07-31 09:43:39,Doctor of Law (JD),2023-08-02 14:37:10,Education,2026-07-24 09:43:39.398039
905,115234,Piero,Rosiello,Experience with e-commerce platforms and technologies, Quality Assurance,2020-03-31 04:46:23,2000-08-19 07:01:43,,,,
906,849156,Mario,Pacelli,Experience with customer service management tools, Training and Education,2015-11-03 02:28:09,2000-05-25 06:14:35,Master of Computer Science (MCS),2021-09-16 08:52:10,,
907,119509,Adriana,Offredi,Experience with quality assurance and control processes, Customer Service,2016-08-27 02:59:02,2001-05-16 07:22:24,Associate of Business Administration (ABA),2022-07-17 17:08:38,,
908,491394,Cassandra,Coardi,Strong understanding of data governance principles, Sales,2020-01-25 09:04:35,2001-01-22 18:48:29,Certificate in Culinary Arts,2021-07-13 16:25:54,,
909,801640,Alessandro,Cortese,Knowledge of human resources policies and procedures, Sales,2021-01-26 17:31:15,1999-11-21 19:19:05,,,,
910,243935,Roberta,Callegaro,Experience with e-commerce platforms and technologies, Learning and Development,2023-07-17 08:36:08,1998-07-11 03:22:49,Certificate in Web Development,2019-12-12 16:19:39,,
911,726729,Roman,Sansoni,Strong understanding of data visualization techniques, Sales,2018-04-01 11:29:05,1998-11-24 17:51:12,,,,
912,136740,Melina,Serraglio,Strong understanding of change control and configuration management, Inventory Management,2022-06-17 22:00:40,2000-05-26 03:42:11,,,,
913,177774,Allegra,Miniati,Strong research and information-gathering skills, Business Analytics,2017-10-11 10:57:04,2002-05-14 06:53:01,,,,
914,455552,Fiorenzo,Tirabassi,Strong understanding of change management principles, Sales,2022-03-15 16:46:13,1999-03-20 08:51:08,Master of Business Administration (MBA),2020-10-01 19:44:26,Mathematics,2027-03-13 08:51:08.102570
915,899348,Jacopo,Fantozzi,Knowledge of organizational culture and employee engagement, Sales,2019-09-19 04:12:36,1999-04-09 16:30:41,Doctor of Philosophy (PhD),2021-02-23 12:43:53,Communication Studies,2027-04-02 16:30:41.774602
916,848385,Luca,Priuli,Strong understanding of data governance principles, User Experience,2019-12-02 00:33:13,2002-05-29 11:31:23,,,,
917,637932,Calogero,Fibonacci,Ability to manage cross-functional projects, Learning and Development,2022-01-27 22:03:44,2000-08-12 11:41:14,,,,
918,655731,Alphons,Spallanzani,Strong data analysis and interpretation skills, Sales,2020-11-28 21:41:10,1996-02-16 21:37:37,,,,
919,514710,Enzio,Murri,Ability to conduct market research and analysis, Training and Education,2015-01-11 11:24:11,2001-10-28 19:23:31,Certificate in Web Development,2022-10-27 03:46:29,,
920,577236,Maurizio,Chechi,Experience with process mapping and workflow analysis, Training and Education,2020-06-06 18:53:30,1999-10-17 17:21:16,,,,
921,824775,Teresa,Gianvecchio,Knowledge of employee performance evaluation techniques, Marketing,2019-06-27 03:41:18,1995-12-11 17:48:39,,,,
922,299293,Rolando,Murri,Ability to conduct market research and analysis, Cybersecurity,2015-04-19 16:53:58,1993-10-13 20:48:27,Doctor of Medicine (MD),2019-01-31 18:39:02,,
923,569866,Ansaldo,Canetta,Strong understanding of data governance and data quality management, Training and Education,2022-02-11 23:32:09,1995-07-09 09:05:23,Certificate in Accounting,2016-12-17 02:32:01,,
924,275141,Natalia,Borgia,Strong sales and negotiation skills, Marketing,2016-09-25 22:20:11,1993-11-21 17:42:21,Diploma in Hospitality Management,2018-06-15 05:11:23,,
925,156692,Giulia,Palladio,"Knowledge of sustainability reporting frameworks (e.g., GRI)", Customer Service,2020-12-15 13:47:25,2002-12-23 19:56:53,Associate of Science (AS),2023-04-11 06:17:55,,
926,284038,Gelsomina,Pignatti,Experience with data modeling and database management, Training and Education,2018-03-11 22:52:08,1998-08-09 21:17:52,Associate of Applied Science (AAS),2019-01-06 12:23:16,Mathematics,2026-08-02 21:17:52.619207
927,852331,Rembrandt,Gianvecchio,Ability to manage cross-functional projects, Learning and Development,2020-04-21 05:12:45,1998-03-12 16:40:33,,,,
928,912485,Marcello,Polizzi,Creative thinking and innovation, Customer Service,2022-01-20 14:22:07,1998-11-16 15:11:45,Certificate in Human Resources Management,2019-06-01 22:40:14,Economics,2026-11-09 15:11:45.485303
929,700833,Stefania,Lovato,Knowledge of talent acquisition and recruitment strategies, Cybersecurity,2022-09-12 10:23:04,2000-04-15 21:58:43,Associate of Business Administration (ABA),2020-05-31 01:49:12,,
930,53844,Raffaellino,Siffredi,Attention to detail and accuracy, Learning and Development,2021-08-22 21:08:43,1994-12-25 20:22:04,Diploma in Electrical Engineering,2022-03-22 16:56:56,,
931,83635,Rita,Greco,Experience with e-commerce platforms and technologies, Sales Operations,2016-06-08 05:32:21,1995-04-09 18:34:49,Certificate in Automotive Technology,2021-01-18 18:07:47,,
932,675743,Rosalia,Collina,Knowledge of social media platforms and marketing techniques, Business Analytics,2015-03-25 19:24:38,1994-06-28 12:54:12,,,,
933,845053,Ettore,Gianinazzi,Strong data analysis and interpretation skills, Sales Operations,2019-11-08 18:30:45,1995-11-28 02:42:32,Certificate in Digital Marketing,2023-02-19 12:39:17,,
934,349978,Lauretta,Tanzini,Ability to work with cross-functional teams, Performance Management,2016-04-09 08:00:53,1994-05-04 00:33:47,,,,
935,86495,Roman,Grassi,Ability to manage and resolve conflicts, Business Analytics,2019-12-02 20:10:01,1999-07-29 19:04:32,,,,
936,542035,Durante,Zamorani,Knowledge of market trends and competitive analysis, Sales,2022-02-25 01:53:23,1995-11-20 21:55:04,,,,
937,17547,Morena,Carullo,Strong research and information-gathering skills, Customer Service,2019-08-31 19:09:17,1993-08-21 09:57:54,Master of Social Work (MSW),2018-05-27 05:49:08,,
938,92585,Rembrandt,Abba,Knowledge of talent acquisition and recruitment strategies, Business Analytics,2018-06-26 23:25:21,1998-04-10 12:02:49,Bachelor of Architecture (BArch),2023-04-26 21:56:31,,
939,73156,Bianca,Forza,Ability to develop and implement strategic plans, Cybersecurity,2017-12-09 13:31:49,2000-08-15 05:56:11,Doctor of Philosophy (PhD),2023-02-23 02:48:11,,
940,241337,Niccolò,Goldoni,Excellent customer service skills, Business Analytics,2016-11-29 00:59:31,2001-03-06 05:31:34,Associate of Education (AEd),2022-03-31 03:29:28,Chemistry,2029-02-27 05:31:34.241608
941,734894,Roberto,Ortese,Knowledge of agile software development methodologies, Cybersecurity,2023-03-15 18:47:32,1999-04-10 13:36:07,,,,
942,492083,Giovanni,Virgilio,Ability to conduct market forecasting and trend analysis, Sales Operations,2018-01-18 15:34:31,1996-10-04 02:34:56,,,,
943,994490,Ernesto,Donà,Ability to multitask and prioritize effectively, Sales Operations,2022-08-03 12:21:41,2002-08-24 10:42:57,,,,
944,919101,Nadia,Gramsci,Knowledge of human resources policies and procedures, Sales Operations,2023-03-26 00:35:31,1997-03-30 08:57:01,,,,
945,466523,Antonio,Regge,Strong decision-making abilities, Cybersecurity,2015-09-21 09:15:36,2001-03-26 11:05:55,Bachelor of Nursing (BN),2021-11-15 02:44:46,Philosophy,2029-03-19 11:05:55.073622
946,312233,Stefania,Iacobucci,Experience with ERP systems and implementation, Innovation,2016-11-12 21:13:35,1993-12-18 12:20:52,Bachelor of Social Work (BSW),2021-05-17 14:46:56,,
